start run timestamp	start run datetime	run	run_type	setup	comment	stop run timestamp	stop run datetime	events
1728941599.661	24_10_14 23:33:29	000756	09  p- devel	00  set all to zero 	MCP4 & 5 Pbar test	1728942378.666	24_10_14 23:46:18	000006
1729051254.347	24_10_16 06:01:25	000757	09  p- devel	00  set all to zero 	MCP4 Seq.0009 Candidate	1729052867.357	24_10_16 06:27:47	000010
1729052868.357	24_10_16 06:27:53	000758	09  p- devel	00  set all to zero 	MCP5 Seq.0009 Candidate	1729053564.362	24_10_16 06:39:24	000005
1729054871.370	24_10_16 07:01:36	000759	09  p- devel	00  set all to zero 	MCP4 Seq.0009	1729055479.373	24_10_16 07:11:19	000005
1729055481.374	24_10_16 07:11:40	000760	09  p- devel	00  set all to zero 	MCP4 Seq.0009 Without bunching	1729056013.376	24_10_16 07:20:13	000005
1729056015.377	24_10_16 07:20:26	000761	09  p- devel	00  set all to zero 	MCP4 Seq.0009 Without bunching 950ns accel	1729056364.378	24_10_16 07:26:04	000003
1729056377.379	24_10_16 07:26:28	000762	09  p- devel	00  set all to zero 	MCP5 Seq.0009	1729056762.380	24_10_16 07:32:42	000003
1729056763.380	24_10_16 07:32:52	000763	09  p- devel	00  set all to zero 	MCP5 Seq.0009 without bunching	1729057583.387	24_10_16 07:46:23	000006
1729099010.642	24_10_16 19:17:12	000764	06  Lp-N	00  set all to zero 	LPN run, MCP5 at 2300 V	1729150345.970	24_10_17 09:32:26	000429
1729161201.036	24_10_17 12:33:38	000765	09  p- devel	00  set all to zero 	MCP4 Ptrap test	1729161865.040	24_10_17 12:44:25	000006
1729161998.040	24_10_17 12:47:02	000766	09  p- devel	00  set all to zero 	pbar steering, sequence 9	1729164191.053	24_10_17 13:23:11	000019
1729261320.674	24_10_18 16:22:27	000768	09  p- devel	00  set all to zero 	MCP4 Ptrap Seq.0009	1729262256.678	24_10_18 16:37:37	000008
1729264851.694	24_10_18 17:21:03	000769	09  p- devel	00  set all to zero 	MCP4 Ptrap test seq.0009	1729265076.694	24_10_18 17:24:36	000002
1729265216.695	24_10_18 17:26:58	000770	09  p- devel	00  set all to zero 	MCP4 Ptrap test seq.0009	1729265348.696	24_10_18 17:29:08	000001
1729265593.699	24_10_18 17:33:22	000771	09  p- devel	00  set all to zero 	MCP5 Ptrap test seq.0009	1729266737.704	24_10_18 17:52:17	000008
1729266997.706	24_10_18 17:56:39	000772	09  p- devel	00  set all to zero 	MCP5 Ptrap test seq.0009	1729267255.707	24_10_18 18:00:55	000002
1729285916.831	24_10_18 23:12:10	000773	09  p- devel	00  set all to zero 	MCP4 Ptrap test after warm up seq.0009	1729286262.832	24_10_18 23:17:43	000003
1729286387.834	24_10_18 23:19:50	000774	09  p- devel	00  set all to zero 	MCP4 Ptrap test after warm up seq.0009	1729286863.837	24_10_18 23:27:44	000004
1729286940.837	24_10_18 23:29:03	000775	09  p- devel	00  set all to zero 	MCP4 Ptrap test after warm up seq.0009	1729287089.839	24_10_18 23:31:30	000001
1729499612.466	24_10_21 10:33:43	000776	09  p- devel	00  set all to zero 	MCP4 Ptrap test after full warm up seq.0009	1729500501.472	24_10_21 10:48:21	000008
1729518941.590	24_10_21 15:55:45	000777	09  p- devel	00  set all to zero 	MCP4 Ptrap test after full warm up seq.0009	1729520631.602	24_10_21 16:23:51	000013
1729521505.606	24_10_21 16:38:48	000778	09  p- devel	00  set all to zero 	pbar steering, sequence 10	1729525386.630	24_10_21 17:43:06	000033
1729527821.645	24_10_21 18:23:45	000779	09  p- devel	00  set all to zero 	pbar steering, sequence 10	1729529176.651	24_10_21 18:46:16	000011
1729529189.651	24_10_21 18:46:33	000780	09  p- devel	00  set all to zero 	pbar steering, sequence 10	1729530853.661	24_10_21 19:14:13	000014
1729530857.661	24_10_21 19:14:20	000781	09  p- devel	00  set all to zero 	pbar steering, sequence 10	1729542824.738	24_10_21 22:33:44	000096
1729542839.738	24_10_21 22:34:19	000782	09  p- devel	00  set all to zero 	pbar steering, optimiser run 	1729543022.741	24_10_21 22:37:02	000002
1729543068.739	24_10_21 22:37:52	000783	09  p- devel	00  set all to zero 	pbar steering, optimiser run 	1729543860.746	24_10_21 22:51:00	000006
1729543904.746	24_10_21 22:51:47	000784	09  p- devel	00  set all to zero 	pbar steering, optimiser run 	1729549138.781	24_10_22 00:18:59	000041
1729550641.791	24_10_22 00:44:04	000785	09  p- devel	00  set all to zero 	pbar steering, optimiser run 	1729551809.798	24_10_22 01:03:30	000009
1729551878.799	24_10_22 01:04:41	000786	09  p- devel	00  set all to zero 	pbar steering, optimiser run 	1729552801.806	24_10_22 01:20:02	000008
1729552842.805	24_10_22 01:20:45	000787	09  p- devel	00  set all to zero 	pbar steering, optimiser run 	1729554748.817	24_10_22 01:52:29	000017
1729554810.817	24_10_22 01:53:32	000788	09  p- devel	00  set all to zero 	pbar steering, optimiser run 	1729578310.965	24_10_22 08:25:11	000204
1729582293.993	24_10_22 09:31:41	000789	09  p- devel	00  set all to zero 	pbarOnMCP5withPsCavity Annihilation at MW	1729582822.995	24_10_22 09:40:23	000005
1729586907.021	24_10_22 10:48:32	000790	09  p- devel	00  set all to zero 	pbarOnValve24	1729587875.027	24_10_22 11:04:35	000007
1729588090.028	24_10_22 11:08:17	000791	09  p- devel	00  set all to zero 	pbarOnValve24withFreeSpace	1729588666.031	24_10_22 11:17:46	000005
1729588901.033	24_10_22 11:21:56	000792	09  p- devel	00  set all to zero 	pbarOnValve24withPsCavity	1729589453.037	24_10_22 11:30:53	000005
1729590009.039	24_10_22 11:40:11	000793	09  p- devel	00  set all to zero 	pbarOnMCP4withPsCavity MCP4 1350V	1729590021.039	24_10_22 11:40:21	000000
1729590038.041	24_10_22 11:40:45	000794	09  p- devel	00  set all to zero 	pbarOnMCP4withFreeSpace MCP4 1350V	1729590606.043	24_10_22 11:50:06	000005
1729590848.045	24_10_22 11:54:16	000795	09  p- devel	00  set all to zero 	pbarOnMCP4withPsCavity MCP4 1350V	1729591408.049	24_10_22 12:03:28	000005
